"interview_id","candidate_id","req_id","interview_date","interview_type","interviewer_role","skill_focus","interview_score","recommendation"
"I4238","C2874","R1060","2024-10-24","Phone","Recruiter","Teamwork","3.1","Hire"
"I4239","C3846","R1069","2024-11-20","Phone","Ops Director","Technical Skills","2.6","Strong Hire"
"I4240","C3239","R1052","2024-09-28","Phone","Engineering Lead","Personality","4.5","Neutral"
"I4241","C4144","R1031","2024-11-06","In Person","Marketing Manager","Technical Skills","2.8","Hire"
"I4242","C3045","R1108","2024-04-17","Phone","Marketing Manager","Problem Solving","3.7","Neutral"
"I4243","C2878","R1022","2024-01-08","Phone","HR Director","Communication","3.2","Strong Hire"
"I4244","C3187","R1076","2024-08-23","Video Call","Recruiter","Teamwork","4.5","Neutral"
"I4245","C3931","R1060","2024-06-29","In Person","Engineering Lead","Leadership","3.1","Neutral"
"I4246","C3647","R1038","2024-04-02","Phone","Marketing Manager","Teamwork","2.9","Hire"
"I4247","C4815","R1109","2024-10-11","In Person","Recruiter","Adaptability","4.7","Hire"
"I4248","C3071","R1064","2024-06-02","Video Call","Marketing Manager","Teamwork","4","Hire"
"I4249","C4956","R1094","2024-01-17","Video Call","Ops Director","Teamwork","4.8","Neutral"
"I4250","C3118","R1060","2024-06-23","In Person","HR Director","Communication","3.1","Neutral"
"I4251","C4134","R1101","2024-02-20","In Person","Ops Director","Technical Skills","5","Neutral"
"I4252","C2630","R1008","2024-08-30","Video Call","Recruiter","Adaptability","4.4","Neutral"
"I4253","C4898","R1089","2024-12-18","Phone","Ops Director","Adaptability","3.1","Strong Hire"
"I4254","C3682","R1023","2024-02-07","In Person","Ops Director","Personality","3.9","Neutral"
"I4255","C4550","R1049","2024-12-18","Phone","Ops Director","Technical Skills","4.4","Neutral"
"I4256","C3613","R1033","2024-09-06","Video Call","HR Director","Leadership","3.6","Neutral"
"I4257","C3499","R1097","2024-09-05","In Person","Engineering Lead","Technical Skills","4.6","Neutral"
"I4258","C3052","R1128","2024-08-09","In Person","Ops Director","Communication","4.9","Neutral"
"I4259","C4012","R1083","2024-01-15","Phone","HR Director","Teamwork","4.6","Strong Hire"
"I4260","C2135","R1114","2024-05-24","Phone","Recruiter","Problem Solving","3.3","Strong Hire"
"I4261","C2751","R1072","2024-02-14","In Person","Marketing Manager","Leadership","4.4","Neutral"
"I4262","C2010","R1128","2024-11-17","In Person","Recruiter","Adaptability","4.6","Strong Hire"
"I4263","C4697","R1098","2024-12-07","In Person","Engineering Lead","Communication","3.5","Neutral"
"I4264","C2946","R1022","2024-08-22","Video Call","HR Director","Problem Solving","2.8","Hire"
"I4265","C2742","R1006","2024-03-22","Video Call","HR Director","Technical Skills","3.8","Neutral"
"I4266","C3093","R1099","2024-08-27","Video Call","Recruiter","Personality","4","Hire"
"I4267","C2029","R1026","2024-04-15","Phone","Engineering Lead","Teamwork","4.6","Neutral"
"I4268","C4561","R1145","2024-01-18","Phone","Recruiter","Problem Solving","3.5","Neutral"
"I4269","C4145","R1094","2024-04-18","Video Call","HR Director","Problem Solving","5","Neutral"
"I4270","C4854","R1135","2024-09-07","Phone","Engineering Lead","Leadership","2.9","Hire"
"I4271","C3620","R1037","2024-07-16","Video Call","Engineering Lead","Adaptability","4.3","Neutral"
"I4272","C4535","R1109","2024-08-14","Video Call","Marketing Manager","Personality","4.6","Hire"
"I4273","C3035","R1077","2024-11-03","Video Call","HR Director","Technical Skills","3.1","Neutral"
"I4274","C4651","R1100","2024-01-14","Phone","Ops Director","Personality","4.1","Neutral"
"I4275","C2970","R1100","2024-09-29","Video Call","Engineering Lead","Adaptability","3.8","Neutral"
"I4276","C2884","R1148","2024-09-25","Phone","Marketing Manager","Communication","3.1","Neutral"
"I4277","C2175","R1019","2024-06-29","In Person","Recruiter","Communication","3","Neutral"
"I4278","C2005","R1033","2024-01-24","In Person","HR Director","Adaptability","4.6","Neutral"
"I4279","C2578","R1046","2024-04-13","Video Call","Ops Director","Adaptability","4.1","Neutral"
"I4280","C3193","R1116","2024-04-21","Video Call","Engineering Lead","Personality","4.7","Strong Hire"
"I4281","C2559","R1130","2024-12-28","Video Call","Ops Director","Personality","3.3","Hire"
"I4282","C4357","R1063","2024-09-04","Video Call","Recruiter","Technical Skills","4.1","Neutral"
"I4283","C4184","R1063","2024-10-16","Phone","Recruiter","Personality","4","Neutral"
"I4284","C4596","R1101","2024-04-20","Video Call","Ops Director","Communication","3.6","Neutral"
"I4285","C3316","R1085","2024-12-08","Video Call","Engineering Lead","Problem Solving","4.6","Strong Hire"
"I4286","C4626","R1008","2024-06-20","In Person","Marketing Manager","Communication","2.6","Neutral"
"I4287","C3772","R1082","2024-07-23","Video Call","Marketing Manager","Teamwork","4.9","Hire"
"I4288","C2388","R1038","2024-12-24","Phone","HR Director","Leadership","3.1","Neutral"
"I4289","C2848","R1121","2024-10-23","Phone","Marketing Manager","Technical Skills","4.8","Strong Hire"
"I4290","C2270","R1124","2024-08-20","Phone","Engineering Lead","Technical Skills","3.2","Neutral"
"I4291","C4161","R1106","2024-09-21","Phone","Marketing Manager","Problem Solving","4.5","Hire"
"I4292","C3438","R1056","2024-05-14","Video Call","Marketing Manager","Teamwork","4.2","Strong Hire"
"I4293","C4540","R1147","2024-12-05","Phone","HR Director","Problem Solving","3","Neutral"
"I4294","C3597","R1122","2024-05-16","Video Call","Recruiter","Leadership","4.4","Neutral"
"I4295","C2170","R1141","2024-11-16","In Person","Ops Director","Technical Skills","5","Strong Hire"
"I4296","C3522","R1113","2024-04-15","Video Call","Engineering Lead","Leadership","2.8","Neutral"
"I4297","C4658","R1105","2024-07-02","Phone","Ops Director","Leadership","3","Hire"
"I4298","C3636","R1021","2024-05-20","Video Call","Recruiter","Technical Skills","4","Strong Hire"
"I4299","C2246","R1035","2024-02-17","Phone","HR Director","Technical Skills","2.9","Neutral"
"I4300","C4287","R1028","2024-12-20","Video Call","Recruiter","Communication","2.7","Hire"
"I4301","C3574","R1027","2024-01-29","In Person","Recruiter","Problem Solving","4.5","Strong Hire"
"I4302","C3419","R1024","2024-04-14","Video Call","Marketing Manager","Problem Solving","3.6","Neutral"
"I4303","C4403","R1088","2024-02-13","In Person","Engineering Lead","Teamwork","3.1","Strong Hire"
"I4304","C4194","R1015","2024-10-27","Phone","HR Director","Adaptability","3.6","Neutral"
"I4305","C3454","R1018","2024-06-22","Phone","HR Director","Personality","4.2","Strong Hire"
"I4306","C4423","R1025","2024-05-14","Phone","Recruiter","Problem Solving","4.3","Neutral"
"I4307","C4055","R1095","2024-12-31","Video Call","Recruiter","Technical Skills","3.8","Neutral"
"I4308","C3332","R1113","2024-05-01","In Person","Ops Director","Teamwork","3.2","Neutral"
"I4309","C3361","R1149","2024-06-19","Phone","Marketing Manager","Personality","4","Hire"
"I4310","C4082","R1064","2024-08-16","In Person","Recruiter","Teamwork","3.6","Neutral"
"I4311","C3851","R1051","2024-04-21","In Person","Marketing Manager","Personality","3.4","Strong Hire"
"I4312","C4106","R1053","2024-02-01","Video Call","Engineering Lead","Leadership","4","Strong Hire"
"I4313","C4911","R1005","2024-05-15","Video Call","Engineering Lead","Problem Solving","3.9","Neutral"
"I4314","C4947","R1005","2024-03-19","Phone","Marketing Manager","Communication","4.5","Neutral"
"I4315","C3351","R1078","2024-07-11","Video Call","Engineering Lead","Communication","3.6","Neutral"
"I4316","C3233","R1113","2024-05-24","Phone","HR Director","Communication","3.5","Hire"
"I4317","C3506","R1096","2024-06-21","Phone","Engineering Lead","Leadership","2.6","Neutral"
"I4318","C4276","R1037","2024-04-05","Phone","Engineering Lead","Problem Solving","4.7","Neutral"
"I4319","C2503","R1045","2024-09-17","Video Call","HR Director","Adaptability","4.2","Neutral"
"I4320","C2221","R1107","2024-05-30","In Person","Recruiter","Adaptability","2.6","Neutral"
"I4321","C2822","R1136","2024-11-16","Phone","Recruiter","Personality","3.9","Hire"
"I4322","C4941","R1135","2024-02-05","In Person","Ops Director","Communication","3.9","Strong Hire"
"I4323","C4737","R1037","2024-07-09","In Person","Recruiter","Teamwork","4.9","Strong Hire"
"I4324","C4260","R1114","2024-05-25","Phone","Recruiter","Personality","2.9","Hire"
"I4325","C2198","R1075","2024-01-02","Phone","HR Director","Problem Solving","3.1","Strong Hire"
"I4326","C4726","R1117","2024-09-27","In Person","Ops Director","Problem Solving","4.9","Strong Hire"
"I4327","C3217","R1126","2024-05-07","Video Call","Ops Director","Adaptability","4.4","Neutral"
"I4328","C3118","R1060","2024-08-10","Phone","Ops Director","Personality","3","Hire"
"I4329","C3196","R1001","2024-11-27","Video Call","HR Director","Personality","4.6","Neutral"
"I4330","C4288","R1107","2024-12-15","Phone","Marketing Manager","Leadership","3.6","Neutral"
"I4331","C4838","R1135","2024-06-05","In Person","Marketing Manager","Personality","3.3","Neutral"
"I4332","C3053","R1148","2024-07-25","Video Call","Ops Director","Communication","4.5","Neutral"
"I4333","C3273","R1070","2024-05-17","In Person","HR Director","Technical Skills","4.1","Strong Hire"
"I4334","C4413","R1082","2024-12-06","Video Call","Marketing Manager","Technical Skills","4.6","Hire"
"I4335","C4662","R1040","2024-08-27","In Person","Engineering Lead","Problem Solving","2.8","Strong Hire"
"I4336","C2851","R1018","2024-09-20","Phone","Ops Director","Technical Skills","4.2","Strong Hire"
"I4337","C3694","R1147","2024-06-16","Video Call","Ops Director","Leadership","2.6","Neutral"
"I4338","C4392","R1049","2024-10-14","Video Call","Marketing Manager","Teamwork","4.6","Neutral"
"I4339","C4772","R1038","2024-05-13","Phone","Engineering Lead","Technical Skills","4.8","Neutral"
"I4340","C4617","R1116","2024-02-24","Video Call","HR Director","Communication","3.7","Neutral"
"I4341","C3045","R1108","2024-03-18","Video Call","HR Director","Adaptability","2.9","Strong Hire"
"I4342","C2359","R1036","2024-05-07","In Person","Marketing Manager","Leadership","4.7","Hire"
"I4343","C3334","R1091","2024-11-17","Phone","Ops Director","Teamwork","4.5","Neutral"
"I4344","C2414","R1061","2024-04-05","Phone","Engineering Lead","Technical Skills","4.1","Hire"
"I4345","C4906","R1040","2024-05-22","In Person","Marketing Manager","Teamwork","3","Neutral"
"I4346","C2527","R1075","2024-01-23","Phone","Ops Director","Technical Skills","2.6","Strong Hire"
"I4347","C2156","R1104","2024-07-04","Video Call","HR Director","Problem Solving","3.4","Neutral"
"I4348","C4531","R1040","2024-02-18","In Person","Engineering Lead","Leadership","4.3","Neutral"
"I4349","C2463","R1022","2024-09-02","Video Call","Engineering Lead","Technical Skills","4.9","Strong Hire"
"I4350","C4996","R1144","2024-02-25","In Person","Recruiter","Technical Skills","2.7","Hire"
"I4351","C3644","R1057","2024-08-16","In Person","Engineering Lead","Adaptability","4.6","Strong Hire"
"I4352","C2979","R1085","2024-04-01","Phone","Engineering Lead","Technical Skills","3.6","Hire"
"I4353","C3694","R1147","2024-02-14","Video Call","Engineering Lead","Adaptability","2.9","Hire"
"I4354","C3695","R1117","2024-06-22","Video Call","Ops Director","Leadership","3.1","Neutral"
"I4355","C2613","R1027","2024-03-14","Video Call","HR Director","Teamwork","3.5","Neutral"
"I4356","C3862","R1074","2024-01-22","In Person","Recruiter","Technical Skills","4.8","Neutral"
"I4357","C3745","R1052","2024-07-15","In Person","Engineering Lead","Technical Skills","4.9","Strong Hire"
"I4358","C3858","R1077","2024-01-09","In Person","HR Director","Personality","3.9","Hire"
"I4359","C4579","R1131","2024-08-30","Video Call","Ops Director","Teamwork","4.9","Neutral"
"I4360","C2229","R1116","2024-03-16","Video Call","HR Director","Adaptability","4.3","Hire"
"I4361","C3111","R1111","2024-10-20","Phone","Engineering Lead","Teamwork","4.1","Neutral"
"I4362","C2100","R1080","2024-06-10","Phone","Engineering Lead","Adaptability","3.3","Neutral"
"I4363","C2403","R1068","2024-04-13","Phone","HR Director","Leadership","4.3","Hire"
"I4364","C2975","R1035","2024-10-22","Phone","Marketing Manager","Teamwork","3","Strong Hire"
"I4365","C4212","R1052","2024-02-19","Video Call","Marketing Manager","Communication","4.8","Strong Hire"
"I4366","C3894","R1024","2024-04-18","Phone","Marketing Manager","Technical Skills","3.4","Hire"
"I4367","C4570","R1035","2024-07-12","In Person","Recruiter","Teamwork","3.5","Strong Hire"
"I4368","C4478","R1040","2024-01-16","Video Call","Recruiter","Problem Solving","3.7","Hire"
"I4369","C4873","R1099","2024-11-29","Phone","Engineering Lead","Adaptability","4.4","Hire"
"I4370","C2301","R1041","2024-01-23","Video Call","Marketing Manager","Teamwork","2.6","Neutral"
"I4371","C3579","R1046","2024-01-11","Video Call","Engineering Lead","Teamwork","3.9","Neutral"
"I4372","C4719","R1094","2024-10-02","Video Call","Engineering Lead","Problem Solving","3.5","Strong Hire"
"I4373","C4654","R1048","2024-01-14","Video Call","HR Director","Leadership","4","Hire"
"I4374","C2527","R1075","2024-01-14","In Person","Recruiter","Problem Solving","3.8","Strong Hire"
"I4375","C4483","R1046","2024-11-30","Phone","Recruiter","Problem Solving","4.6","Strong Hire"
"I4376","C3914","R1050","2024-12-08","Phone","HR Director","Leadership","4.2","Strong Hire"
"I4377","C4731","R1076","2024-12-09","In Person","Marketing Manager","Adaptability","4.5","Strong Hire"
"I4378","C4411","R1125","2024-06-05","Video Call","Marketing Manager","Technical Skills","3.9","Neutral"
"I4379","C3777","R1134","2024-12-22","Phone","Marketing Manager","Teamwork","4.9","Neutral"
"I4380","C4305","R1065","2024-07-07","In Person","Ops Director","Communication","3.4","Strong Hire"
"I4381","C3643","R1109","2024-08-05","Phone","Engineering Lead","Personality","2.6","Neutral"
"I4382","C3912","R1057","2024-02-27","In Person","Ops Director","Teamwork","3","Strong Hire"
"I4383","C4007","R1067","2024-11-10","In Person","Engineering Lead","Personality","3.6","Hire"
"I4384","C4551","R1108","2024-03-31","In Person","Ops Director","Communication","3.4","Neutral"
"I4385","C3436","R1073","2024-03-17","Phone","Recruiter","Technical Skills","4.7","Neutral"
"I4386","C3562","R1108","2024-07-08","Video Call","Ops Director","Problem Solving","4.9","Hire"
"I4387","C2978","R1069","2024-11-24","In Person","HR Director","Communication","3.9","Strong Hire"
"I4388","C3611","R1114","2024-08-04","In Person","Ops Director","Personality","3.1","Neutral"
"I4389","C4824","R1089","2024-04-05","Phone","HR Director","Adaptability","3.1","Strong Hire"
"I4390","C4287","R1028","2024-03-06","Phone","Ops Director","Personality","2.8","Hire"
"I4391","C2562","R1010","2024-05-05","In Person","Recruiter","Teamwork","3.8","Neutral"
"I4392","C4325","R1056","2024-09-04","In Person","Marketing Manager","Adaptability","3.3","Neutral"
"I4393","C4304","R1000","2024-11-24","Phone","Engineering Lead","Technical Skills","4.2","Hire"
"I4394","C3307","R1101","2024-08-23","Phone","HR Director","Technical Skills","3.7","Strong Hire"
"I4395","C2646","R1072","2024-11-25","Phone","Ops Director","Teamwork","3.5","Neutral"
"I4396","C3443","R1062","2024-08-23","Video Call","Ops Director","Communication","3.9","Neutral"
"I4397","C2019","R1001","2024-02-24","In Person","Engineering Lead","Leadership","3.1","Neutral"
"I4398","C2247","R1091","2024-11-14","In Person","Recruiter","Communication","4.4","Neutral"
"I4399","C2790","R1097","2024-11-08","Video Call","Ops Director","Technical Skills","2.8","Strong Hire"
"I4400","C4549","R1048","2024-09-27","In Person","HR Director","Adaptability","3.4","Neutral"
"I4401","C3256","R1033","2024-08-22","In Person","Recruiter","Personality","2.6","Hire"
"I4402","C3513","R1147","2024-06-14","Video Call","Recruiter","Personality","3.5","Neutral"
"I4403","C3162","R1038","2024-11-14","Video Call","Recruiter","Technical Skills","3.4","Neutral"
"I4404","C4904","R1016","2024-05-06","In Person","HR Director","Problem Solving","2.5","Strong Hire"
"I4405","C4729","R1127","2024-08-29","Video Call","Engineering Lead","Leadership","4.8","Neutral"
"I4406","C4806","R1135","2024-08-14","Phone","Marketing Manager","Adaptability","4.8","Strong Hire"
"I4407","C4367","R1103","2024-01-01","Video Call","Marketing Manager","Personality","2.7","Strong Hire"
"I4408","C2698","R1141","2024-08-11","Phone","Recruiter","Personality","2.7","Strong Hire"
"I4409","C3036","R1090","2024-07-19","In Person","Ops Director","Personality","3","Hire"
"I4410","C3473","R1096","2024-10-09","In Person","HR Director","Problem Solving","3.3","Neutral"
"I4411","C2477","R1003","2024-06-04","Video Call","Engineering Lead","Problem Solving","3.9","Neutral"
"I4412","C4427","R1084","2024-09-14","Phone","Recruiter","Teamwork","4.1","Hire"
"I4413","C2462","R1123","2024-10-22","Video Call","Engineering Lead","Adaptability","3","Neutral"
"I4414","C4380","R1129","2024-12-29","Phone","Engineering Lead","Leadership","2.9","Strong Hire"
"I4415","C2125","R1068","2024-08-11","Phone","Engineering Lead","Communication","4","Neutral"
"I4416","C4532","R1017","2024-04-05","In Person","Marketing Manager","Problem Solving","3.9","Hire"
"I4417","C4457","R1044","2024-06-08","Phone","Marketing Manager","Teamwork","4.9","Strong Hire"
"I4418","C3118","R1060","2024-02-20","In Person","Engineering Lead","Adaptability","4.3","Strong Hire"
"I4419","C2781","R1101","2024-05-28","Phone","HR Director","Technical Skills","3.5","Hire"
"I4420","C2749","R1066","2024-02-11","In Person","Recruiter","Communication","3.5","Neutral"
"I4421","C4579","R1131","2024-05-03","Phone","Recruiter","Personality","4.8","Neutral"
"I4422","C4199","R1018","2024-11-29","Video Call","Recruiter","Leadership","2.6","Hire"
"I4423","C4598","R1147","2024-03-09","In Person","Marketing Manager","Leadership","2.6","Neutral"
"I4424","C2307","R1000","2024-05-03","Phone","Engineering Lead","Adaptability","4.6","Strong Hire"
"I4425","C2895","R1136","2024-08-24","In Person","Engineering Lead","Technical Skills","4.9","Hire"
"I4426","C2563","R1094","2024-10-30","Video Call","HR Director","Personality","4.7","Neutral"
"I4427","C2728","R1147","2024-09-18","Video Call","HR Director","Teamwork","3","Strong Hire"
"I4428","C4361","R1023","2024-09-01","Phone","HR Director","Adaptability","3.9","Neutral"
"I4429","C2162","R1010","2024-02-06","Video Call","HR Director","Leadership","2.7","Neutral"
"I4430","C2330","R1030","2024-06-08","In Person","Ops Director","Teamwork","4.1","Neutral"
"I4431","C4896","R1125","2024-09-02","Video Call","Engineering Lead","Adaptability","5","Strong Hire"
"I4432","C3535","R1132","2024-07-12","Phone","Ops Director","Teamwork","3","Neutral"
"I4433","C4066","R1070","2024-11-08","Video Call","HR Director","Communication","4.5","Neutral"
"I4434","C3053","R1148","2024-06-21","In Person","Engineering Lead","Teamwork","2.9","Neutral"
"I4435","C2412","R1092","2024-04-16","Phone","Recruiter","Problem Solving","3.4","Strong Hire"
"I4436","C4701","R1019","2024-12-10","In Person","Recruiter","Technical Skills","3.7","Neutral"
"I4437","C2943","R1121","2024-05-08","Video Call","Marketing Manager","Teamwork","4.9","Neutral"
"I4438","C2265","R1071","2024-09-14","Video Call","Marketing Manager","Communication","3.2","Neutral"
"I4439","C3909","R1144","2024-02-02","Phone","HR Director","Teamwork","2.8","Strong Hire"
"I4440","C4155","R1047","2024-03-02","In Person","Engineering Lead","Teamwork","4.4","Neutral"
"I4441","C2289","R1013","2024-02-14","Phone","Engineering Lead","Communication","4.7","Hire"
"I4442","C3252","R1033","2024-08-09","In Person","HR Director","Technical Skills","2.9","Hire"
"I4443","C4998","R1042","2024-12-26","Video Call","Recruiter","Communication","3.8","Strong Hire"
"I4444","C3710","R1092","2024-02-08","Video Call","Recruiter","Technical Skills","2.7","Hire"
"I4445","C4893","R1023","2024-02-02","Video Call","Ops Director","Leadership","2.8","Neutral"
"I4446","C3739","R1095","2024-10-17","In Person","Ops Director","Teamwork","3","Strong Hire"
"I4447","C4484","R1145","2024-11-25","In Person","Recruiter","Teamwork","4.9","Neutral"
"I4448","C3275","R1125","2024-01-23","In Person","Engineering Lead","Teamwork","3.3","Hire"
"I4449","C3684","R1091","2024-02-26","Video Call","Recruiter","Personality","2.5","Strong Hire"
"I4450","C2816","R1086","2024-08-29","Phone","Engineering Lead","Personality","3.9","Hire"
"I4451","C2601","R1111","2024-07-12","In Person","HR Director","Leadership","2.8","Strong Hire"
"I4452","C2314","R1002","2024-02-02","In Person","Ops Director","Leadership","3.7","Neutral"
"I4453","C2891","R1039","2024-11-10","In Person","Marketing Manager","Communication","4","Strong Hire"
"I4454","C3869","R1031","2024-02-29","In Person","Recruiter","Problem Solving","3.1","Neutral"
"I4455","C4404","R1112","2024-05-23","Video Call","Engineering Lead","Problem Solving","4.1","Neutral"
"I4456","C2464","R1130","2024-11-16","In Person","Marketing Manager","Adaptability","4.3","Strong Hire"
"I4457","C4595","R1144","2024-05-02","Phone","Marketing Manager","Problem Solving","4","Strong Hire"
"I4458","C4710","R1093","2024-08-17","Video Call","Recruiter","Personality","4","Hire"
"I4459","C2332","R1063","2024-01-05","In Person","Engineering Lead","Leadership","3.8","Neutral"
"I4460","C2574","R1029","2024-01-29","Phone","Recruiter","Communication","3.9","Neutral"
"I4461","C4813","R1062","2024-01-19","Video Call","Engineering Lead","Adaptability","4.2","Neutral"
"I4462","C3843","R1072","2024-01-17","In Person","Marketing Manager","Teamwork","4.1","Hire"
"I4463","C2158","R1036","2024-03-29","Video Call","Recruiter","Technical Skills","3.7","Strong Hire"
"I4464","C3208","R1135","2024-02-18","Video Call","Marketing Manager","Teamwork","3.8","Strong Hire"
"I4465","C2094","R1148","2024-05-19","In Person","Ops Director","Leadership","2.7","Neutral"
"I4466","C2610","R1140","2024-08-28","Video Call","Engineering Lead","Adaptability","2.6","Neutral"
"I4467","C2336","R1056","2024-08-25","Phone","Recruiter","Leadership","3.1","Hire"
"I4468","C2192","R1145","2024-07-11","In Person","Engineering Lead","Adaptability","3.7","Hire"
"I4469","C4700","R1099","2024-04-26","Video Call","Engineering Lead","Adaptability","4.1","Strong Hire"
"I4470","C4102","R1133","2024-08-27","Phone","Marketing Manager","Personality","4.6","Hire"
"I4471","C2091","R1129","2024-03-10","Video Call","Recruiter","Technical Skills","3.8","Neutral"
"I4472","C3013","R1109","2024-08-25","Phone","Engineering Lead","Adaptability","2.7","Strong Hire"
"I4473","C3504","R1072","2024-04-11","In Person","Marketing Manager","Technical Skills","3.2","Neutral"
"I4474","C4985","R1022","2024-07-13","Phone","Marketing Manager","Personality","4.9","Neutral"
"I4475","C2565","R1010","2024-11-22","Video Call","HR Director","Technical Skills","4.6","Neutral"
"I4476","C2272","R1000","2024-11-28","Phone","HR Director","Leadership","3.7","Hire"
"I4477","C4388","R1077","2024-03-24","Phone","Recruiter","Adaptability","2.9","Neutral"
"I4478","C4649","R1047","2024-08-05","Video Call","HR Director","Adaptability","3.9","Hire"
"I4479","C2491","R1074","2024-12-25","Phone","Recruiter","Teamwork","3.2","Hire"
"I4480","C2349","R1071","2024-07-24","In Person","Engineering Lead","Communication","4.4","Neutral"
"I4481","C4170","R1080","2024-03-09","Phone","Recruiter","Personality","4.9","Hire"
"I4482","C2798","R1037","2024-11-26","Video Call","Ops Director","Adaptability","3.8","Hire"
"I4483","C2702","R1137","2024-10-26","In Person","Engineering Lead","Adaptability","3.3","Neutral"
"I4484","C4810","R1054","2024-05-23","In Person","HR Director","Personality","4.8","Neutral"
"I4485","C4882","R1047","2024-05-15","In Person","Marketing Manager","Leadership","3.2","Neutral"
"I4486","C4405","R1113","2024-10-17","Phone","Engineering Lead","Personality","2.6","Strong Hire"
"I4487","C4179","R1115","2024-07-05","In Person","Marketing Manager","Problem Solving","2.8","Neutral"
"I4488","C2851","R1018","2024-01-11","Video Call","Ops Director","Adaptability","4.8","Neutral"
"I4489","C4387","R1034","2024-05-09","Phone","Recruiter","Adaptability","2.6","Hire"
"I4490","C3450","R1123","2024-03-13","In Person","Ops Director","Technical Skills","4.4","Strong Hire"
"I4491","C4589","R1040","2024-12-08","In Person","Marketing Manager","Leadership","3.5","Hire"
"I4492","C2426","R1132","2024-07-09","In Person","Engineering Lead","Technical Skills","4.4","Hire"
"I4493","C2240","R1029","2024-10-12","In Person","Ops Director","Communication","4.9","Hire"
"I4494","C4347","R1025","2024-05-14","Video Call","HR Director","Technical Skills","4","Neutral"
"I4495","C3376","R1053","2024-08-17","Video Call","Ops Director","Adaptability","4.3","Strong Hire"
"I4496","C4970","R1096","2024-03-08","Phone","Marketing Manager","Teamwork","3.6","Strong Hire"
"I4497","C2594","R1108","2024-07-17","In Person","Recruiter","Communication","3.5","Hire"
"I4498","C2419","R1002","2024-06-21","Video Call","Engineering Lead","Adaptability","4.9","Neutral"
"I4499","C4718","R1068","2024-01-09","Video Call","Recruiter","Problem Solving","3.1","Strong Hire"
"I4500","C3434","R1009","2024-10-27","Phone","HR Director","Technical Skills","4.4","Neutral"
"I4501","C3460","R1148","2024-11-15","Phone","Marketing Manager","Leadership","4.5","Hire"
"I4502","C2860","R1099","2024-09-23","Video Call","HR Director","Adaptability","3","Hire"
"I4503","C2884","R1148","2024-07-13","In Person","Ops Director","Technical Skills","2.8","Strong Hire"
"I4504","C2005","R1033","2024-10-18","Video Call","HR Director","Personality","4.7","Neutral"
"I4505","C4729","R1127","2024-02-27","Video Call","HR Director","Technical Skills","4.8","Neutral"
"I4506","C2107","R1020","2024-08-31","Video Call","Recruiter","Technical Skills","3.1","Neutral"
"I4507","C4550","R1049","2024-04-08","Phone","Marketing Manager","Adaptability","2.8","Hire"
"I4508","C3127","R1099","2024-11-06","Phone","Ops Director","Technical Skills","4.2","Neutral"
"I4509","C4616","R1089","2024-03-18","In Person","Ops Director","Leadership","2.5","Strong Hire"
"I4510","C2707","R1134","2024-04-02","Phone","Recruiter","Adaptability","3.8","Neutral"
"I4511","C3004","R1139","2024-06-16","In Person","Ops Director","Adaptability","2.8","Hire"
"I4512","C4542","R1120","2024-03-26","In Person","Engineering Lead","Leadership","3.6","Strong Hire"
"I4513","C2805","R1134","2024-01-07","Phone","Marketing Manager","Problem Solving","4.8","Neutral"
"I4514","C2693","R1081","2024-11-28","In Person","Recruiter","Technical Skills","3.6","Neutral"
"I4515","C3431","R1003","2024-10-21","In Person","Engineering Lead","Teamwork","4.9","Strong Hire"
"I4516","C2397","R1133","2024-07-30","Video Call","Recruiter","Problem Solving","2.9","Hire"
"I4517","C4547","R1083","2024-05-27","Video Call","HR Director","Communication","4.9","Strong Hire"
"I4518","C4825","R1110","2024-12-15","Phone","Engineering Lead","Teamwork","4.4","Neutral"
"I4519","C4821","R1099","2024-11-05","Video Call","HR Director","Leadership","3.2","Hire"
"I4520","C2824","R1022","2024-10-11","In Person","Recruiter","Adaptability","3.6","Strong Hire"
"I4521","C4780","R1008","2024-01-28","In Person","Ops Director","Problem Solving","3.6","Strong Hire"
"I4522","C3619","R1011","2024-11-30","In Person","Marketing Manager","Leadership","4.9","Neutral"
"I4523","C4371","R1070","2024-10-21","Video Call","HR Director","Leadership","2.7","Hire"
"I4524","C2871","R1106","2024-08-12","Phone","Engineering Lead","Teamwork","4.8","Neutral"
"I4525","C4238","R1135","2024-06-25","Phone","Marketing Manager","Personality","3.7","Hire"
"I4526","C2279","R1058","2024-04-22","In Person","Engineering Lead","Adaptability","5","Hire"
"I4527","C4737","R1037","2024-09-04","In Person","Marketing Manager","Personality","2.8","Neutral"
"I4528","C2756","R1117","2024-07-07","Phone","HR Director","Technical Skills","3.6","Neutral"
"I4529","C2958","R1018","2024-06-19","Phone","HR Director","Adaptability","3.5","Strong Hire"
"I4530","C4011","R1056","2024-05-05","In Person","Marketing Manager","Teamwork","2.6","Neutral"
"I4531","C4608","R1035","2024-08-13","Video Call","HR Director","Problem Solving","3.6","Neutral"
"I4532","C2113","R1073","2024-05-22","In Person","Recruiter","Technical Skills","3.7","Neutral"
"I4533","C2981","R1143","2024-06-07","Phone","Recruiter","Adaptability","4.3","Strong Hire"
"I4534","C3162","R1038","2024-04-05","Phone","Ops Director","Technical Skills","3.1","Neutral"
"I4535","C2324","R1033","2024-09-13","Video Call","Marketing Manager","Adaptability","4.3","Neutral"
