"req_id","cost_type","cost_amount","incurred_at"
"R1002","Assessment Tools","7424.76","2024-11-12"
"R1078","Assessment Tools","6573.7","2024-04-04"
"R1102","Assessment Tools","2787.84","2024-07-09"
"R1147","Agency Fee","2626.07","2024-08-16"
"R1046","Advertising","404.31","2024-05-21"
"R1034","Recruiter Time","6282.28","2024-10-28"
"R1030","Referral Bonus","3263.01","2024-05-26"
"R1013","Referral Bonus","2208.16","2024-03-21"
"R1106","Advertising","6280.99","2024-06-07"
"R1054","Advertising","4662.6","2024-04-22"
"R1117","Recruiter Time","7700.09","2024-12-14"
"R1004","Advertising","4116.75","2024-09-28"
"R1091","Recruiter Time","7475.79","2024-02-10"
"R1094","Assessment Tools","1011.31","2024-10-12"
"R1071","Referral Bonus","1910.19","2024-12-02"
"R1071","Recruiter Time","7146.69","2024-09-15"
"R1117","Referral Bonus","6799.89","2024-11-29"
"R1127","Advertising","4128.59","2024-11-25"
"R1041","Advertising","6434.07","2024-03-16"
"R1056","Agency Fee","3787.84","2024-10-22"
"R1110","Agency Fee","3431.88","2024-04-09"
"R1119","Advertising","2445.66","2024-02-01"
"R1011","Referral Bonus","6565.27","2024-10-01"
"R1016","Advertising","2806.22","2024-09-22"
"R1011","Advertising","7389.97","2024-09-04"
"R1045","Recruiter Time","2680.75","2024-06-12"
"R1118","Recruiter Time","3575.75","2024-11-05"
"R1077","Recruiter Time","6223.14","2024-04-21"
"R1101","Assessment Tools","4106.7","2024-03-25"
"R1008","Recruiter Time","1825.49","2024-11-14"
"R1088","Referral Bonus","4289.35","2024-07-19"
"R1045","Advertising","4732.22","2024-11-19"
"R1124","Recruiter Time","1284.22","2024-07-10"
"R1090","Recruiter Time","1442.36","2024-03-18"
"R1113","Recruiter Time","7180.89","2024-11-04"
"R1044","Advertising","3099.65","2024-08-30"
"R1056","Referral Bonus","1294.86","2024-08-04"
"R1109","Advertising","7784.35","2024-08-28"
"R1101","Advertising","4544.45","2024-08-23"
"R1011","Assessment Tools","3295.99","2024-09-11"
"R1030","Assessment Tools","6689.19","2024-04-12"
"R1097","Advertising","409.03","2024-03-04"
"R1039","Agency Fee","3027.5","2024-10-10"
"R1056","Assessment Tools","5736.87","2024-09-09"
"R1111","Referral Bonus","6301","2024-09-01"
"R1051","Referral Bonus","6103.89","2024-03-08"
"R1037","Recruiter Time","7862.57","2024-03-19"
"R1036","Recruiter Time","5187.5","2024-11-07"
"R1074","Referral Bonus","2965.02","2024-12-09"
"R1144","Recruiter Time","1675.51","2024-06-30"
"R1103","Advertising","1709.41","2024-11-12"
"R1086","Recruiter Time","5351.89","2024-07-18"
"R1062","Agency Fee","813.35","2024-11-27"
"R1029","Assessment Tools","2390.98","2024-12-16"
"R1125","Referral Bonus","6673.08","2024-01-04"
"R1124","Referral Bonus","6897.14","2024-06-05"
"R1031","Assessment Tools","1443.43","2024-12-03"
"R1018","Recruiter Time","1643.76","2024-12-04"
"R1014","Assessment Tools","5412.57","2024-04-27"
"R1146","Agency Fee","3273.1","2024-06-09"
"R1070","Agency Fee","3083.8","2024-05-08"
"R1145","Advertising","7513.23","2024-12-03"
"R1017","Referral Bonus","3596.52","2024-05-17"
"R1018","Advertising","2840.6","2024-05-19"
"R1004","Assessment Tools","4736.99","2024-07-11"
"R1054","Assessment Tools","3771.62","2024-09-11"
"R1091","Recruiter Time","3974.13","2024-01-01"
"R1035","Advertising","1599.2","2024-03-22"
"R1003","Advertising","1039.92","2024-12-04"
"R1022","Recruiter Time","864.35","2024-04-13"
"R1146","Recruiter Time","7275.71","2024-11-13"
"R1103","Agency Fee","3426.07","2024-10-16"
"R1133","Agency Fee","871.29","2024-08-06"
"R1125","Agency Fee","915.25","2024-11-04"
"R1047","Recruiter Time","5320.66","2024-12-11"
"R1007","Agency Fee","5654.99","2024-09-28"
"R1136","Assessment Tools","5295.36","2024-08-03"
"R1090","Recruiter Time","7543.43","2024-12-16"
"R1146","Referral Bonus","1187.72","2024-02-16"
"R1097","Referral Bonus","1750.5","2024-09-19"
"R1148","Referral Bonus","2095.45","2024-03-15"
"R1011","Recruiter Time","4812.92","2024-06-29"
"R1006","Referral Bonus","6518.17","2024-05-19"
"R1072","Assessment Tools","6456.46","2024-05-25"
"R1122","Advertising","309.17","2024-08-03"
"R1143","Agency Fee","2657.51","2024-10-05"
"R1111","Agency Fee","2592.63","2024-08-17"
"R1115","Referral Bonus","3532.38","2024-04-13"
"R1098","Referral Bonus","5617.82","2024-01-18"
"R1065","Referral Bonus","477.51","2024-05-05"
"R1090","Referral Bonus","3921","2024-01-20"
"R1098","Referral Bonus","5046.73","2024-08-25"
"R1112","Advertising","7097.04","2024-10-16"
"R1091","Recruiter Time","2015.1","2024-04-15"
"R1012","Referral Bonus","5836.42","2024-04-01"
"R1094","Referral Bonus","1543.64","2024-03-23"
"R1118","Agency Fee","3584.56","2024-04-30"
"R1020","Referral Bonus","7354.47","2024-11-13"
"R1143","Assessment Tools","5010.28","2024-06-27"
"R1072","Agency Fee","2209.71","2024-06-18"
"R1067","Referral Bonus","2666.91","2024-05-11"
"R1018","Referral Bonus","3345.52","2024-11-04"
"R1062","Assessment Tools","6720.13","2024-05-12"
"R1070","Assessment Tools","2495.18","2024-10-21"
"R1069","Agency Fee","432.26","2024-12-12"
"R1143","Recruiter Time","2028.87","2024-10-30"
"R1084","Assessment Tools","1287.94","2024-09-01"
"R1055","Assessment Tools","1068.14","2024-03-21"
"R1026","Advertising","1293.98","2024-12-19"
"R1044","Advertising","6164.96","2024-09-02"
"R1083","Referral Bonus","1783.92","2024-11-18"
"R1105","Referral Bonus","3939.16","2024-10-26"
"R1033","Recruiter Time","2182.14","2024-01-22"
"R1077","Referral Bonus","6831.58","2024-07-14"
"R1016","Recruiter Time","4662.62","2024-01-15"
"R1036","Referral Bonus","1349.98","2024-02-28"
"R1052","Agency Fee","6910.23","2024-07-01"
"R1135","Assessment Tools","1765.42","2024-10-25"
"R1086","Agency Fee","4576.4","2024-08-08"
"R1020","Assessment Tools","7571.74","2024-05-13"
"R1092","Assessment Tools","1756.47","2024-12-22"
"R1083","Agency Fee","2003.91","2024-02-07"
"R1057","Assessment Tools","670.05","2024-04-14"
"R1075","Recruiter Time","6681.86","2024-03-21"
"R1034","Advertising","1800.75","2024-08-22"
"R1074","Recruiter Time","3430.65","2024-12-01"
"R1027","Advertising","2086.33","2024-08-18"
"R1148","Agency Fee","6317.02","2024-10-03"
"R1007","Advertising","5772.82","2024-03-13"
"R1145","Referral Bonus","6100.13","2024-01-26"
"R1039","Advertising","3673.79","2024-05-26"
"R1016","Agency Fee","1750.09","2024-01-20"
"R1077","Recruiter Time","750.03","2024-04-26"
"R1137","Referral Bonus","1557.95","2024-10-13"
"R1071","Agency Fee","2905.22","2024-08-17"
"R1086","Recruiter Time","1848.02","2024-09-23"
"R1039","Assessment Tools","371.76","2024-01-09"
"R1034","Referral Bonus","4716.85","2024-02-25"
"R1055","Recruiter Time","2068.86","2024-04-22"
"R1050","Referral Bonus","3907.03","2024-02-04"
"R1031","Agency Fee","3112.04","2024-01-06"
"R1112","Agency Fee","6274.47","2024-11-08"
"R1088","Referral Bonus","7219.57","2024-01-30"
"R1044","Referral Bonus","1921.69","2024-02-10"
"R1044","Recruiter Time","6583.7","2024-03-28"
"R1060","Advertising","2385.57","2024-03-08"
"R1011","Recruiter Time","3830.09","2024-10-24"
"R1004","Advertising","5826.28","2024-03-24"
"R1033","Referral Bonus","7084.32","2024-01-30"
"R1112","Agency Fee","5386.26","2024-10-06"
"R1118","Advertising","5244.89","2024-12-19"
"R1126","Referral Bonus","3487.18","2024-11-14"
"R1046","Referral Bonus","3274.64","2024-11-23"
"R1138","Recruiter Time","1486.46","2024-12-12"
"R1120","Recruiter Time","4194.58","2024-02-02"
"R1046","Recruiter Time","4910.74","2024-10-26"
"R1087","Agency Fee","6138.52","2024-05-24"
"R1065","Assessment Tools","7593.09","2024-09-05"
"R1063","Recruiter Time","4715.21","2024-02-09"
"R1047","Advertising","950.93","2024-01-25"
"R1030","Assessment Tools","7738.28","2024-01-22"
"R1060","Referral Bonus","6516.54","2024-11-10"
"R1012","Advertising","6883.94","2024-09-05"
"R1074","Advertising","4906.63","2024-06-29"
"R1026","Assessment Tools","5647.23","2024-04-01"
"R1081","Advertising","1085.58","2024-03-30"
"R1036","Agency Fee","6062.97","2024-05-07"
"R1056","Assessment Tools","1699.77","2024-01-11"
"R1092","Referral Bonus","1411.43","2024-07-11"
"R1045","Agency Fee","5575.26","2024-05-13"
"R1097","Recruiter Time","5998.29","2024-01-01"
"R1138","Recruiter Time","7816.45","2024-05-30"
"R1077","Agency Fee","2646.45","2024-09-22"
"R1127","Assessment Tools","390.43","2024-08-25"
"R1005","Recruiter Time","6923.4","2024-11-10"
"R1096","Assessment Tools","849.56","2024-06-09"
"R1048","Agency Fee","2281.82","2024-12-25"
"R1046","Agency Fee","5186.89","2024-04-17"
"R1040","Assessment Tools","3488.68","2024-05-17"
"R1047","Agency Fee","3951.07","2024-03-28"
"R1040","Referral Bonus","435.03","2024-02-11"
"R1102","Referral Bonus","1391.55","2024-11-05"
"R1034","Advertising","4709.83","2024-03-21"
"R1038","Assessment Tools","1201.1","2024-06-14"
"R1105","Recruiter Time","1467.59","2024-06-11"
"R1080","Assessment Tools","2090.95","2024-05-05"
"R1118","Recruiter Time","1627.18","2024-11-14"
"R1075","Recruiter Time","3622.28","2024-02-08"
"R1085","Referral Bonus","5276.56","2024-10-09"
"R1086","Advertising","1876.67","2024-02-24"
"R1057","Assessment Tools","635.79","2024-10-20"
"R1136","Recruiter Time","794.59","2024-11-24"
"R1021","Recruiter Time","1026.58","2024-03-29"
"R1019","Referral Bonus","4237.49","2024-02-27"
"R1095","Assessment Tools","6996.92","2024-10-05"
"R1106","Assessment Tools","7934.04","2024-06-01"
"R1002","Advertising","4387.45","2024-05-14"
"R1142","Assessment Tools","3298.87","2024-06-05"
"R1034","Advertising","6418.52","2024-03-31"
"R1145","Assessment Tools","3705.28","2024-09-25"
"R1122","Recruiter Time","4310.01","2024-07-17"
"R1102","Referral Bonus","6066.79","2024-03-01"
"R1111","Recruiter Time","2580.7","2024-04-02"
"R1028","Assessment Tools","5804.41","2024-08-11"
"R1037","Recruiter Time","1788.47","2024-01-09"
"R1078","Advertising","2489.28","2024-11-09"
"R1064","Assessment Tools","6427.95","2024-02-27"
"R1072","Agency Fee","993.37","2024-11-10"
"R1114","Recruiter Time","4828.58","2024-10-31"
"R1071","Assessment Tools","5318","2024-09-20"
"R1050","Advertising","739","2024-08-09"
"R1108","Agency Fee","5978.75","2024-03-27"
"R1000","Advertising","2978.33","2024-04-10"
"R1041","Assessment Tools","1789.12","2024-07-21"
"R1048","Advertising","2777.59","2024-01-24"
"R1083","Recruiter Time","2180.89","2024-09-28"
"R1060","Assessment Tools","7501.95","2024-10-10"
"R1041","Agency Fee","5381.88","2024-10-16"
"R1015","Advertising","3365.43","2024-12-23"
"R1110","Recruiter Time","6123.41","2024-05-04"
"R1058","Recruiter Time","7091.51","2024-09-13"
"R1098","Recruiter Time","6572.09","2024-07-27"
"R1021","Assessment Tools","5189.5","2024-11-19"
"R1138","Agency Fee","3361.9","2024-02-23"
"R1063","Agency Fee","7731.52","2024-02-25"
"R1000","Advertising","1493.9","2024-09-15"
"R1040","Recruiter Time","5820.1","2024-03-19"
"R1025","Assessment Tools","2989.82","2024-04-05"
"R1118","Assessment Tools","4368.33","2024-06-15"
"R1005","Agency Fee","4096.16","2024-02-18"
"R1011","Agency Fee","6656.52","2024-03-26"
"R1001","Assessment Tools","6893.51","2024-05-16"
"R1063","Advertising","3896.58","2024-08-15"
"R1104","Advertising","7370.3","2024-12-21"
"R1028","Referral Bonus","4762.58","2024-09-30"
"R1063","Assessment Tools","2994.57","2024-09-11"
"R1045","Advertising","5701.51","2024-07-11"
"R1094","Agency Fee","6180.64","2024-11-09"
"R1090","Assessment Tools","1365.42","2024-08-17"
"R1052","Referral Bonus","2944.4","2024-04-24"
"R1069","Agency Fee","6182.77","2024-06-01"
"R1034","Assessment Tools","3726.9","2024-11-17"
"R1121","Recruiter Time","3557.5","2024-06-04"
"R1016","Agency Fee","4030.12","2024-10-14"
"R1000","Assessment Tools","2663.85","2024-12-14"
